0,1,2,3
8.19672131147541,8.26446280991736,9.70873786407767,T
6.17283950617284,6.28930817610063,8.54700854700855,T
8.19672131147541,7.75193798449612,5.64971751412429,T
8.47457627118644,7.63358778625954,8.84955752212389,T
6.32911392405063,6.2111801242236,4.69483568075117,T
7.04225352112676,6.71140939597315,7.5187969924812,T
6.32911392405063,6.2111801242236,9.34579439252336,T
8.19672131147541,9.9009900990099,5.3475935828877,T
8.19672131147541,8.40336134453782,8.54700854700855,T
7.8125,7.09219858156028,8.13008130081301,T
6.32911392405063,6.2111801242236,9.34579439252336,T
8.47457627118644,7.63358778625954,8.84955752212389,T
6.57894736842105,7.19424460431655,6.80272108843537,T
7.8125,7.09219858156028,8.13008130081301,T
7.8125,7.09219858156028,8.13008130081301,T
7.04225352112676,6.71140939597315,9.70873786407767,T
7.57575757575758,7.19424460431655,8.54700854700855,T
8.47457627118644,8.26446280991736,8.13008130081301,T
8.92857142857143,9.1743119266055,8.54700854700855,T
7.8125,7.09219858156028,8.13008130081301,T
7.8125,7.63358778625954,5.46448087431694,T
6.32911392405063,6.2111801242236,4.69483568075117,T
8.92857142857143,8.40336134453782,9.70873786407767,T
5.81395348837209,5.0251256281407,4.60829493087558,T
6.32911392405063,6.2111801242236,4.69483568075117,T
7.57575757575758,7.75193798449612,5.64971751412429,T
7.04225352112676,7.19424460431655,6.36942675159236,T
6.17283950617284,6.28930817610063,6.80272108843537,T
7.57575757575758,7.19424460431655,5.98802395209581,T
6.32911392405063,6.2111801242236,4.48430493273543,T
9.25925925925926,8.40336134453782,7.8740157480315,T
8.47457627118644,9.00900900900901,6.99300699300699,T
7.57575757575758,7.19424460431655,6.36942675159236,T
7.57575757575758,7.19424460431655,6.36942675159236,T
9.80392156862745,9.1743119266055,5.98802395209581,T
7.04225352112676,7.75193798449612,7.2992700729927,T
7.8125,7.63358778625954,7.8740157480315,T
7.8125,7.63358778625954,7.8740157480315,T
8.19672131147541,9.1743119266055,9.70873786407767,T
8.92857142857143,7.19424460431655,7.2992700729927,T
5.05050505050505,6.2111801242236,5.18134715025907,T
7.2463768115942,6.62251655629139,7.5187969924812,T
7.8125,7.09219858156028,8.13008130081301,T
7.04225352112676,6.71140939597315,6.36942675159236,T
8.47457627118644,7.09219858156028,9.34579439252336,T
7.57575757575758,8.40336134453782,8.54700854700855,T
7.04225352112676,6.71140939597315,9.70873786407767,T
6.32911392405063,8.26446280991736,6.13496932515337,T
7.04225352112676,7.19424460431655,6.80272108843537,T
7.8125,7.09219858156028,8.13008130081301,T
8.47457627118644,8.26446280991736,6.80272108843537,T
6.57894736842105,9.1743119266055,7.8740157480315,T
8.92857142857143,9.1743119266055,8.84955752212389,T
5.95238095238095,5.84795321637427,9.34579439252336,T
6.32911392405063,8.26446280991736,6.13496932515337,T
7.04225352112676,7.19424460431655,7.2992700729927,T
8.92857142857143,8.40336134453782,7.2992700729927,T
7.57575757575758,7.19424460431655,6.80272108843537,T
7.04225352112676,7.19424460431655,9.34579439252336,T
8.19672131147541,8.40336134453782,5.64971751412429,T
6.32911392405063,6.2111801242236,4.69483568075117,T
9.80392156862745,7.75193798449612,5.3475935828877,T
5.31914893617021,7.09219858156028,8.13008130081301,T
7.04225352112676,7.19424460431655,7.8740157480315,T
7.8125,7.09219858156028,8.13008130081301,T
