0,1,2,3,4,5,6,7,8,9,10,11
0.0666666666666667,30,0,8.19672131147541,8.26446280991736,9.70873786407767,0,6,2,3,0,T
0.0285714285714286,35,0,6.17283950617284,6.28930817610063,8.54700854700855,0,6,2,1,4,T
0.0204081632653061,49,0,8.19672131147541,7.75193798449612,5.64971751412429,0,8,2,2,4,T
0.0512820512820513,39,0,8.47457627118644,7.63358778625954,8.84955752212389,0,6,2,5,2,T
0.0307692307692308,65,0,6.32911392405063,6.2111801242236,4.69483568075117,0,8,2,5,3,T
0.0263157894736842,38,0,7.04225352112676,6.71140939597315,7.5187969924812,0,6,4,2,1,T
0.0384615384615385,52,0,6.32911392405063,6.2111801242236,9.34579439252336,0,8,3,4,2,T
0.0128205128205128,78,0,8.19672131147541,9.9009900990099,5.3475935828877,0,8,4,8,1,T
0.0645161290322581,31,0,8.19672131147541,8.40336134453782,8.54700854700855,0,6,3,2,1,T
0.0526315789473684,38,0,7.8125,7.09219858156028,8.13008130081301,0,6,2,6,1,T
0.0392156862745098,51,0,6.32911392405063,6.2111801242236,9.34579439252336,0,8,3,4,2,T
0.0512820512820513,39,0,8.47457627118644,7.63358778625954,8.84955752212389,0,6,1,7,1,T
0.0357142857142857,56,0,6.57894736842105,7.19424460431655,6.80272108843537,0,10,3,6,2,T
0.0555555555555556,36,0,7.8125,7.09219858156028,8.13008130081301,0,6,1,6,2,T
0.0487804878048781,41,0,7.8125,7.09219858156028,8.13008130081301,0,8,2,3,3,T
0.0294117647058824,34,0,7.04225352112676,6.71140939597315,9.70873786407767,0,6,1,7,4,T
0.027027027027027,37,0,7.57575757575758,7.19424460431655,8.54700854700855,0,8,0,3,3,T
0.0222222222222222,45,0,8.47457627118644,8.26446280991736,8.13008130081301,0,6,4,0,6,T
0.0303030303030303,33,0,8.92857142857143,9.1743119266055,8.54700854700855,0,6,2,2,1,T
0.0625,32,0,7.8125,7.09219858156028,8.13008130081301,0,6,4,2,2,T
0.0294117647058824,68,0,7.8125,7.63358778625954,5.46448087431694,0,8,1,7,2,T
0.0307692307692308,65,0,6.32911392405063,6.2111801242236,4.69483568075117,0,8,1,5,3,T
0.0256410256410256,39,0,8.92857142857143,8.40336134453782,9.70873786407767,0,6,4,2,2,T
0.0263157894736842,38,1,5.81395348837209,5.0251256281407,4.60829493087558,1,8,3,2,2,T
0.0307692307692308,65,0,6.32911392405063,6.2111801242236,4.69483568075117,0,8,2,3,2,T
0.0263157894736842,38,0,7.57575757575758,7.75193798449612,5.64971751412429,0,8,1,1,3,T
0.032258064516129,31,0,7.04225352112676,7.19424460431655,6.36942675159236,0,6,1,2,1,T
0.032258064516129,31,0,6.17283950617284,6.28930817610063,6.80272108843537,0,6,5,1,3,T
0.037037037037037,27,0,7.57575757575758,7.19424460431655,5.98802395209581,0,6,1,1,0,T
0.0289855072463768,69,0,6.32911392405063,6.2111801242236,4.48430493273543,0,8,4,4,1,T
0.05,40,0,9.25925925925926,8.40336134453782,7.8740157480315,0,8,1,1,5,T
0.0487804878048781,41,0,8.47457627118644,9.00900900900901,6.99300699300699,0,6,4,1,1,T
0.0357142857142857,28,0,7.57575757575758,7.19424460431655,6.36942675159236,0,6,1,1,0,T
0.0384615384615385,26,0,7.57575757575758,7.19424460431655,6.36942675159236,0,6,3,3,2,T
0.0294117647058824,34,0,9.80392156862745,9.1743119266055,5.98802395209581,0,6,2,2,0,T
0.03125,32,1,6.57894736842105,9.9009900990099,6.80272108843537,1,6,1,0,1,T
0.0217391304347826,46,0,7.04225352112676,7.75193798449612,7.2992700729927,0,6,5,1,3,T
0.0416666666666667,48,0,7.8125,7.63358778625954,7.8740157480315,0,8,2,4,6,T
0.0416666666666667,48,0,7.8125,7.63358778625954,7.8740157480315,0,8,2,3,8,T
0.075,40,0,8.19672131147541,9.1743119266055,9.70873786407767,0,6,2,2,1,T
0.0571428571428571,35,0,8.92857142857143,7.19424460431655,7.2992700729927,0,6,3,3,3,T
0.03125,64,0,5.05050505050505,6.2111801242236,5.18134715025907,0,6,3,7,2,T
0.05,40,0,7.2463768115942,6.62251655629139,7.5187969924812,0,6,1,6,1,T
0.0526315789473684,38,0,7.8125,7.09219858156028,8.13008130081301,0,6,1,7,1,T
0.0384615384615385,26,0,7.04225352112676,6.71140939597315,6.36942675159236,0,6,3,0,1,T
0.0476190476190476,42,0,8.47457627118644,7.09219858156028,9.34579439252336,0,6,2,3,3,T
0.0285714285714286,35,0,7.57575757575758,8.40336134453782,8.54700854700855,0,6,2,3,1,T
0.0294117647058824,34,0,7.04225352112676,6.71140939597315,9.70873786407767,0,6,0,6,5,T
0.0392156862745098,51,0,6.32911392405063,8.26446280991736,6.13496932515337,0,6,2,4,6,T
0.0714285714285714,28,0,7.04225352112676,7.19424460431655,6.80272108843537,0,6,5,0,1,T
0.0540540540540541,37,0,7.8125,7.09219858156028,8.13008130081301,0,6,3,3,3,T
0.0425531914893617,47,0,8.47457627118644,8.26446280991736,6.80272108843537,0,8,2,4,1,T
0.0833333333333333,24,0,6.57894736842105,9.1743119266055,7.8740157480315,0,6,2,5,2,T
0.0526315789473684,38,0,8.92857142857143,9.1743119266055,8.84955752212389,0,6,2,0,3,T
0.0289855072463768,69,0,5.95238095238095,5.84795321637427,9.34579439252336,0,9,1,4,5,T
0.0425531914893617,47,0,6.32911392405063,8.26446280991736,6.13496932515337,0,6,4,1,2,T
0.0666666666666667,30,0,7.04225352112676,7.19424460431655,7.2992700729927,0,6,1,0,1,T
0.0666666666666667,30,0,8.92857142857143,8.40336134453782,7.2992700729927,0,6,1,0,1,T
0.0344827586206897,29,0,7.57575757575758,7.19424460431655,6.80272108843537,0,6,1,3,3,T
0.027027027027027,37,0,7.04225352112676,7.19424460431655,9.34579439252336,0,6,4,3,2,T
0.0256410256410256,39,0,8.19672131147541,8.40336134453782,5.64971751412429,0,8,5,3,1,T
0.0298507462686567,67,0,6.32911392405063,6.2111801242236,4.69483568075117,0,8,0,3,3,T
0.0476190476190476,42,0,9.80392156862745,7.75193798449612,5.3475935828877,0,8,1,1,3,T
0.0487804878048781,41,0,5.31914893617021,7.09219858156028,8.13008130081301,0,6,2,1,3,T
0.0285714285714286,35,0,7.04225352112676,7.19424460431655,7.8740157480315,0,6,1,3,2,T
0.0526315789473684,38,0,7.8125,7.09219858156028,8.13008130081301,0,6,4,4,3,T
0.024390243902439,41,0,7.57575757575758,7.75193798449612,9.70873786407767,0,6,1,5,4,T
0.0277777777777778,36,0,7.57575757575758,7.75193798449612,7.8740157480315,0,6,1,3,2,T
0.0666666666666667,30,0,8.92857142857143,7.19424460431655,7.2992700729927,0,6,1,2,2,T
0.03125,32,0,7.04225352112676,7.19424460431655,6.36942675159236,0,6,0,3,3,T
0.0526315789473684,38,0,7.8125,7.09219858156028,8.13008130081301,0,6,3,4,1,T
0.0277777777777778,36,0,7.57575757575758,9.1743119266055,9.34579439252336,0,6,4,5,2,T
0.0689655172413793,29,0,8.92857142857143,7.19424460431655,6.80272108843537,0,6,1,1,3,T
0.0689655172413793,29,0,8.92857142857143,7.19424460431655,7.2992700729927,0,6,1,1,1,T
0.0540540540540541,37,0,7.2463768115942,6.2111801242236,6.99300699300699,0,6,3,1,4,T
0.032258064516129,31,0,5.81395348837209,7.19424460431655,8.54700854700855,0,6,2,2,3,T
0.0416666666666667,48,0,7.8125,7.63358778625954,7.8740157480315,0,8,3,6,4,T
0.05,40,0,7.2463768115942,6.62251655629139,7.5187969924812,0,6,2,6,0,T
0.0357142857142857,28,0,7.57575757575758,7.19424460431655,6.80272108843537,0,6,5,4,2,T
0.0444444444444444,45,0,8.47457627118644,8.26446280991736,6.80272108843537,0,8,5,3,4,T
0.0512820512820513,39,0,8.19672131147541,7.19424460431655,6.36942675159236,0,8,2,4,4,T
0.0645161290322581,31,0,8.92857142857143,9.1743119266055,9.34579439252336,0,6,3,0,1,T
0.0327868852459016,61,0,9.25925925925926,9.00900900900901,5.46448087431694,0,8,6,7,0,T
0.0285714285714286,35,0,7.57575757575758,7.75193798449612,7.8740157480315,0,6,3,5,1,T
0.032258064516129,62,0,9.25925925925926,9.00900900900901,5.46448087431694,0,8,4,6,3,T
0.03125,64,0,7.8125,7.63358778625954,5.46448087431694,0,8,4,9,1,T
0.0204081632653061,49,0,8.19672131147541,7.75193798449612,5.64971751412429,0,8,1,6,4,T
0.0303030303030303,66,0,6.32911392405063,6.2111801242236,4.69483568075117,0,8,2,5,3,T
0.0444444444444444,45,0,5.95238095238095,6.2111801242236,6.99300699300699,0,6,3,3,2,T
0.0526315789473684,38,0,8.92857142857143,9.1743119266055,8.84955752212389,0,6,4,0,2,T
0.0294117647058824,68,0,8.47457627118644,8.26446280991736,5.18134715025907,0,8,5,3,2,T
0.0606060606060606,33,0,9.25925925925926,7.63358778625954,8.84955752212389,0,6,1,4,4,T
0.0625,32,0,9.80392156862745,8.26446280991736,9.70873786407767,0,6,2,3,3,T
0.0666666666666667,30,0,7.04225352112676,7.19424460431655,7.2992700729927,0,6,1,0,1,T
0.0625,32,0,8.19672131147541,9.1743119266055,7.8740157480315,0,6,1,2,2,T
0.0232558139534884,43,0,6.57894736842105,8.40336134453782,9.70873786407767,0,8,2,5,2,T
0.027027027027027,37,0,8.92857142857143,8.40336134453782,9.70873786407767,0,6,2,3,2,T
0.0227272727272727,44,0,7.57575757575758,7.19424460431655,8.54700854700855,0,8,4,2,1,T
